date,region,rainfall,temperature,humidity,soil_moisture,river_discharge
2021-09-23,kisumu,0.1,23.5,62,,0.37
2021-09-24,kisumu,3.4,21.6,74,,0.36
2021-09-25,kisumu,1.0,22.1,73,,0.36
2021-09-26,kisumu,1.1,22.0,75,,0.37
2021-09-27,kisumu,2.0,22.8,73,,0.37
2021-09-28,kisumu,0.0,23.5,67,,0.36
2021-09-29,kisumu,0.0,23.6,66,,0.35
2021-09-30,kisumu,0.0,24.2,62,,0.34
2021-10-01,kisumu,8.5,23.3,71,,0.34
2021-10-02,kisumu,2.5,22.1,72,,0.34
2021-10-03,kisumu,4.9,22.1,77,,0.33
2021-10-04,kisumu,0.5,23.2,71,,0.33
2021-10-05,kisumu,0.9,22.8,77,,0.34
2021-10-06,kisumu,2.1,22.8,73,,0.33
2021-10-07,kisumu,1.0,23.4,71,,0.33
2021-10-08,kisumu,0.2,23.7,65,,0.32
2021-10-09,kisumu,0.0,23.6,65,,0.32
2021-10-10,kisumu,0.6,24.6,63,,0.31
2021-10-11,kisumu,1.4,23.6,68,,0.31
2021-10-12,kisumu,1.6,22.6,75,,0.31
2021-10-13,kisumu,4.1,22.5,78,,0.31
2021-10-14,kisumu,1.2,22.6,72,,0.31
2021-10-15,kisumu,0.4,23.5,63,,0.31
2021-10-16,kisumu,0.3,23.8,63,,0.31
2021-10-17,kisumu,7.0,23.1,74,,0.31
2021-10-18,kisumu,1.2,23.6,65,,0.32
2021-10-19,kisumu,0.0,23.1,68,,0.32
2021-10-20,kisumu,0.7,23.0,71,,0.33
2021-10-21,kisumu,8.7,22.8,76,,0.34
2021-10-22,kisumu,6.8,22.6,74,,0.34
2021-10-23,kisumu,1.1,23.0,69,,0.34
2021-10-24,kisumu,0.1,23.7,60,,0.34
2021-10-25,kisumu,0.0,24.3,54,,0.34
2021-10-26,kisumu,2.0,23.2,69,,0.34
2021-10-27,kisumu,0.1,23.5,59,,0.32
2021-10-28,kisumu,0.1,23.3,64,,0.31
2021-10-29,kisumu,0.8,24.4,65,,0.31
2021-10-30,kisumu,1.1,23.2,66,,0.31
2021-10-31,kisumu,0.0,23.9,65,,0.31
2021-11-01,kisumu,0.8,23.9,65,,0.31
2021-11-02,kisumu,4.6,22.0,74,,0.31
2021-11-03,kisumu,0.5,22.6,64,,0.31
2021-11-04,kisumu,0.0,23.4,68,,0.3
2021-11-05,kisumu,1.7,23.3,69,,0.3
2021-11-06,kisumu,0.0,24.0,67,,0.29
2021-11-07,kisumu,14.4,22.6,74,,0.29
2021-11-08,kisumu,0.0,24.2,61,,0.29
2021-11-09,kisumu,0.7,24.5,54,,0.28
2021-11-10,kisumu,1.8,24.3,59,,0.28
2021-11-11,kisumu,0.0,24.4,57,,0.27
2021-11-12,kisumu,0.0,24.6,64,,0.27
2021-11-13,kisumu,0.0,24.8,60,,0.26
2021-11-14,kisumu,0.0,25.2,49,,0.26
2021-11-15,kisumu,0.0,25.0,49,,0.26
2021-11-16,kisumu,4.9,23.2,70,,0.26
2021-11-17,kisumu,0.0,23.6,61,,0.26
2021-11-18,kisumu,0.0,23.5,63,,0.26
2021-11-19,kisumu,0.2,23.6,68,,0.26
2021-11-20,kisumu,4.4,23.4,68,,0.25
2021-11-21,kisumu,6.8,23.3,65,,0.25
2021-11-22,kisumu,0.8,23.1,66,,0.24
2021-11-23,kisumu,0.0,23.4,64,,0.24
2021-11-24,kisumu,0.4,23.7,65,,0.24
2021-11-25,kisumu,24.7,22.2,77,,0.24
2021-11-26,kisumu,7.5,21.9,79,,0.25
2021-11-27,kisumu,5.2,21.5,77,,0.26
2021-11-28,kisumu,1.6,22.3,71,,0.26
2021-11-29,kisumu,0.0,22.5,74,,0.26
2021-11-30,kisumu,0.4,23.1,68,,0.31
2021-12-01,kisumu,5.5,23.2,67,,0.34
2021-12-02,kisumu,0.2,22.9,68,,0.34
2021-12-03,kisumu,0.0,23.4,67,,0.33
2021-12-04,kisumu,0.3,22.7,65,,0.33
2021-12-05,kisumu,0.1,23.2,61,,0.33
2021-12-06,kisumu,0.1,23.5,59,,0.33
2021-12-07,kisumu,0.0,23.8,62,,0.31
2021-12-08,kisumu,0.8,23.7,68,,0.3
2021-12-09,kisumu,1.8,23.6,68,,0.3
2021-12-10,kisumu,0.7,23.9,68,,0.28
2021-12-11,kisumu,0.0,24.7,54,,0.26
2021-12-12,kisumu,0.0,24.5,44,,0.26
2021-12-13,kisumu,0.2,24.3,56,,0.25
2021-12-14,kisumu,4.7,24.3,64,,0.25
2021-12-15,kisumu,0.1,24.0,64,,0.25
2021-12-16,kisumu,0.0,24.1,68,,0.23
2021-12-17,kisumu,0.0,24.0,56,,0.23
2021-12-18,kisumu,0.0,23.9,61,,0.23
2021-12-19,kisumu,12.4,22.6,75,,0.23
2021-12-20,kisumu,1.3,22.2,77,,0.23
2021-12-21,kisumu,0.1,23.3,65,,0.25
2021-12-22,kisumu,1.4,23.8,63,,0.25
2021-12-23,kisumu,0.4,23.8,69,,0.25
2021-12-24,kisumu,6.6,23.3,72,,0.25
2021-12-25,kisumu,1.1,22.9,73,,0.25
2021-12-26,kisumu,24.1,22.2,76,,0.25
2021-12-27,kisumu,0.0,22.8,71,,0.25
2021-12-28,kisumu,0.0,22.5,67,,0.25
2021-12-29,kisumu,8.1,23.2,71,,0.25
2021-12-30,kisumu,3.0,22.7,73,,0.25
2021-12-31,kisumu,4.8,22.0,75,,0.25
2022-01-01,kisumu,3.6,21.4,78,,0.25
2022-01-02,kisumu,0.0,22.3,72,,0.25
2022-01-03,kisumu,0.7,22.4,76,,0.23
2022-01-04,kisumu,0.3,22.2,75,,0.23
2022-01-05,kisumu,0.0,22.6,69,,0.23
2022-01-06,kisumu,0.0,22.6,64,,0.22
2022-01-07,kisumu,0.0,24.1,59,,0.22
2022-01-08,kisumu,0.0,24.5,48,,0.22
2022-01-09,kisumu,0.0,24.8,46,,0.22
2022-01-10,kisumu,0.0,25.4,40,,0.22
2022-01-11,kisumu,0.0,25.5,46,,0.19
2022-01-12,kisumu,0.0,26.0,32,,0.19
2022-01-13,kisumu,0.0,25.5,34,,0.19
2022-01-14,kisumu,0.0,24.0,41,,0.19
2022-01-15,kisumu,1.3,22.7,68,,0.19
2022-01-16,kisumu,3.9,22.3,70,,0.19
2022-01-17,kisumu,64.8,19.2,87,,0.2
2022-01-18,kisumu,11.0,18.9,85,,0.45
2022-01-19,kisumu,4.7,20.4,81,,0.56
2022-01-20,kisumu,0.0,20.8,76,,0.52
2022-01-21,kisumu,0.1,21.2,77,,0.44
2022-01-22,kisumu,0.0,21.5,73,,0.39
2022-01-23,kisumu,1.4,21.5,73,,0.34
2022-01-24,kisumu,0.0,22.1,70,,0.31
2022-01-25,kisumu,0.0,22.7,63,,0.28
2022-01-26,kisumu,0.0,23.5,54,,0.26
2022-01-27,kisumu,0.0,23.5,55,,0.25
2022-01-28,kisumu,0.0,23.6,62,,0.23
2022-01-29,kisumu,0.1,23.7,64,,0.22
2022-01-30,kisumu,5.6,23.2,68,,0.22
2022-01-31,kisumu,1.3,21.0,82,,0.22
2022-02-01,kisumu,5.8,21.6,78,,0.22
2022-02-02,kisumu,0.7,22.5,75,,0.23
2022-02-03,kisumu,0.4,22.2,79,,0.23
2022-02-04,kisumu,0.3,22.1,74,,0.23
2022-02-05,kisumu,4.5,21.1,78,,0.25
2022-02-06,kisumu,1.0,21.3,73,,0.25
2022-02-07,kisumu,5.0,21.1,78,,0.25
2022-02-08,kisumu,0.0,22.2,69,,0.23
2022-02-09,kisumu,2.5,22.2,77,,0.23
2022-02-10,kisumu,0.0,22.6,68,,0.23
2022-02-11,kisumu,0.2,22.9,68,,0.22
2022-02-12,kisumu,6.4,22.2,76,,0.22
2022-02-13,kisumu,0.0,22.6,70,,0.2
2022-02-14,kisumu,0.1,22.5,72,,0.2
2022-02-15,kisumu,0.0,22.5,71,,0.2
2022-02-16,kisumu,0.0,22.5,73,,0.19
2022-02-17,kisumu,0.8,22.8,69,,0.17
2022-02-18,kisumu,3.5,22.5,70,,0.14
2022-02-19,kisumu,2.2,22.8,72,,0.14
2022-02-20,kisumu,8.2,22.8,73,,0.12
2022-02-21,kisumu,4.6,21.2,80,,0.16
2022-02-22,kisumu,1.9,22.3,70,,0.19
2022-02-23,kisumu,3.1,22.4,70,,0.25
2022-02-24,kisumu,14.7,21.2,79,,0.25
2022-02-25,kisumu,9.3,21.6,73,,0.25
2022-02-26,kisumu,0.1,22.1,76,,0.25
2022-02-27,kisumu,0.0,22.9,70,,0.25
2022-02-28,kisumu,0.0,23.3,69,,0.22
2022-03-01,kisumu,4.1,23.0,72,,0.22
2022-03-02,kisumu,0.0,23.9,62,,0.22
2022-03-03,kisumu,1.4,22.8,62,,0.19
2022-03-04,kisumu,0.0,24.4,56,,0.19
2022-03-05,kisumu,0.0,24.6,51,,0.16
2022-03-06,kisumu,0.0,24.2,58,,0.12
2022-03-07,kisumu,0.0,24.7,58,,0.12
2022-03-08,kisumu,0.0,24.9,62,,0.12
2022-03-09,kisumu,0.6,24.5,62,,0.12
2022-03-10,kisumu,0.0,24.9,61,,0.12
2022-03-11,kisumu,0.0,24.8,58,,0.12
2022-03-12,kisumu,0.0,25.5,57,,0.12
2022-03-13,kisumu,0.2,24.1,68,,0.12
2022-03-14,kisumu,0.0,23.8,63,,0.12
2022-03-15,kisumu,0.0,23.7,64,,0.12
2022-03-16,kisumu,1.0,24.2,65,,0.12
2022-03-17,kisumu,6.9,22.3,75,,0.12
2022-03-18,kisumu,0.0,22.6,69,,0.12
2022-03-19,kisumu,0.0,23.4,66,,0.12
2022-03-20,kisumu,0.0,24.3,60,,0.12
2022-03-21,kisumu,0.4,24.5,65,,0.12
2022-03-22,kisumu,3.7,23.0,75,,0.12
2022-03-23,kisumu,0.3,22.6,76,,0.12
2022-03-24,kisumu,3.9,22.7,75,,0.12
2022-03-25,kisumu,0.0,23.4,69,,0.12
2022-03-26,kisumu,0.8,22.6,74,,0.12
2022-03-27,kisumu,2.3,22.8,76,,0.12
2022-03-28,kisumu,10.0,22.7,76,,0.12
2022-03-29,kisumu,9.1,22.6,74,,0.12
2022-03-30,kisumu,0.1,22.1,80,,0.16
2022-03-31,kisumu,0.0,22.7,72,,0.19
2022-04-01,kisumu,2.5,23.2,67,,0.19
2022-04-02,kisumu,0.0,24.0,61,,0.19
2022-04-03,kisumu,0.0,23.6,54,,0.16
2022-04-04,kisumu,0.0,23.7,61,,0.16
2022-04-05,kisumu,0.5,23.7,70,,0.12
2022-04-06,kisumu,0.0,24.4,65,,0.12
2022-04-07,kisumu,0.4,23.6,63,,0.12
2022-04-08,kisumu,0.0,23.6,65,,0.12
2022-04-09,kisumu,0.0,25.2,56,,0.12
2022-04-10,kisumu,3.8,25.0,59,,0.12
2022-04-11,kisumu,0.0,24.7,56,,0.12
2022-04-12,kisumu,0.7,23.9,66,,0.12
2022-04-13,kisumu,1.9,24.3,66,,0.12
2022-04-14,kisumu,4.7,24.5,65,,0.12
2022-04-15,kisumu,2.6,22.9,77,,0.12
2022-04-16,kisumu,2.4,21.9,80,,0.12
2022-04-17,kisumu,0.8,22.1,77,,0.19
2022-04-18,kisumu,0.0,22.8,73,,0.19
2022-04-19,kisumu,3.6,23.0,73,,0.19
2022-04-20,kisumu,7.7,21.5,84,,0.19
2022-04-21,kisumu,2.9,21.3,82,,0.22
2022-04-22,kisumu,5.1,21.7,82,,0.31
2022-04-23,kisumu,9.5,21.9,79,,0.37
2022-04-24,kisumu,12.9,21.5,83,,0.44
2022-04-25,kisumu,8.0,21.3,83,,0.44
2022-04-26,kisumu,26.8,20.7,84,,0.5
2022-04-27,kisumu,10.5,21.4,80,,0.63
2022-04-28,kisumu,9.7,21.1,84,,0.72
2022-04-29,kisumu,3.4,21.6,82,,0.81
2022-04-30,kisumu,1.7,21.5,80,,0.97
2022-05-01,kisumu,10.7,21.2,81,,1.16
2022-05-02,kisumu,7.8,21.4,80,,1.19
2022-05-03,kisumu,2.3,21.4,80,,1.22
2022-05-04,kisumu,1.5,21.3,82,,1.25
2022-05-05,kisumu,0.4,22.3,75,,1.31
2022-05-06,kisumu,9.0,21.1,81,,1.4
2022-05-07,kisumu,6.4,21.7,78,,1.44
2022-05-08,kisumu,1.0,21.8,74,,1.47
2022-05-09,kisumu,0.7,22.2,74,,1.47
2022-05-10,kisumu,0.0,23.1,69,,1.47
2022-05-11,kisumu,4.2,22.8,76,,1.44
2022-05-12,kisumu,0.1,22.6,72,,1.38
2022-05-13,kisumu,0.3,23.0,70,,1.31
2022-05-14,kisumu,0.8,23.5,72,,1.28
2022-05-15,kisumu,0.1,22.9,73,,1.25
2022-05-16,kisumu,1.0,22.6,72,,1.22
2022-05-17,kisumu,2.8,22.1,76,,1.16
2022-05-18,kisumu,2.4,21.8,78,,1.12
2022-05-19,kisumu,0.0,22.2,76,,1.06
2022-05-20,kisumu,15.2,21.8,74,,1.06
2022-05-21,kisumu,0.0,22.5,74,,1.03
2022-05-22,kisumu,4.0,22.3,76,,1.0
2022-05-23,kisumu,7.6,22.2,76,,0.97
2022-05-24,kisumu,0.0,22.8,66,,0.94
2022-05-25,kisumu,4.3,20.9,82,,0.91
2022-05-26,kisumu,0.4,21.7,74,,0.87
2022-05-27,kisumu,14.7,21.1,83,,0.85
2022-05-28,kisumu,6.1,20.6,82,,0.85
2022-05-29,kisumu,12.5,20.1,84,,0.81
2022-05-30,kisumu,6.1,20.2,82,,0.85
2022-05-31,kisumu,0.5,21.3,74,,0.87
2022-06-01,kisumu,0.7,21.6,75,,0.87
2022-06-02,kisumu,0.0,21.8,69,,0.85
2022-06-03,kisumu,0.0,21.4,70,,0.78
2022-06-04,kisumu,0.0,21.5,65,,0.75
2022-06-05,kisumu,0.1,21.8,71,,0.69
2022-06-06,kisumu,0.0,21.9,67,,0.63
2022-06-07,kisumu,0.5,21.5,70,,0.59
2022-06-08,kisumu,1.9,19.9,80,,0.56
2022-06-09,kisumu,0.3,21.0,73,,0.53
2022-06-10,kisumu,0.2,21.4,75,,0.53
2022-06-11,kisumu,0.0,21.6,75,,0.5
2022-06-12,kisumu,0.3,21.8,71,,0.5
2022-06-13,kisumu,1.3,22.2,70,,0.47
2022-06-14,kisumu,0.2,21.9,70,,0.47
2022-06-15,kisumu,1.0,22.0,72,,0.44
2022-06-16,kisumu,0.1,22.8,65,,0.44
2022-06-17,kisumu,0.0,22.6,59,,0.41
2022-06-18,kisumu,1.6,21.8,67,,0.41
2022-06-19,kisumu,12.8,20.9,72,,0.37
2022-06-20,kisumu,0.1,20.2,80,,0.37
2022-06-21,kisumu,0.0,21.3,66,,0.37
2022-06-22,kisumu,0.5,21.7,65,,0.34
2022-06-23,kisumu,0.7,22.0,67,,0.34
2022-06-24,kisumu,5.2,21.6,74,,0.31
2022-06-25,kisumu,9.0,20.4,79,,0.31
2022-06-26,kisumu,0.8,20.7,77,,0.31
2022-06-27,kisumu,0.0,22.0,65,,0.3
2022-06-28,kisumu,0.2,21.3,69,,0.3
2022-06-29,kisumu,0.6,20.3,75,,0.3
2022-06-30,kisumu,0.2,21.4,67,,0.3
2022-07-01,kisumu,0.9,22.0,69,,0.3
2022-07-02,kisumu,7.4,20.6,77,,0.28
2022-07-03,kisumu,0.1,21.4,68,,0.28
2022-07-04,kisumu,0.0,21.2,65,,0.28
2022-07-05,kisumu,0.0,21.1,66,,0.28
2022-07-06,kisumu,0.0,21.8,60,,0.28
2022-07-07,kisumu,0.0,22.6,56,,0.26
2022-07-08,kisumu,0.0,22.3,62,,0.26
2022-07-09,kisumu,0.6,22.6,60,,0.26
2022-07-10,kisumu,0.0,22.4,60,,0.26
2022-07-11,kisumu,0.6,22.9,63,,0.25
2022-07-12,kisumu,1.2,22.9,64,,0.25
2022-07-13,kisumu,0.0,22.6,62,,0.25
2022-07-14,kisumu,0.0,22.3,69,,0.25
2022-07-15,kisumu,8.7,22.6,70,,0.23
2022-07-16,kisumu,0.1,22.4,67,,0.23
2022-07-17,kisumu,0.6,22.1,65,,0.23
2022-07-18,kisumu,5.5,20.9,76,,0.23
2022-07-19,kisumu,3.5,21.1,75,,0.25
2022-07-20,kisumu,0.3,21.1,70,,0.25
2022-07-21,kisumu,0.1,21.0,70,,0.25
2022-07-22,kisumu,0.0,22.1,66,,0.25
2022-07-23,kisumu,0.0,21.6,68,,0.25
2022-07-24,kisumu,0.0,21.7,66,,0.23
2022-07-25,kisumu,0.0,22.8,62,,0.23
2022-07-26,kisumu,0.0,23.2,61,,0.23
2022-07-27,kisumu,0.0,23.3,59,,0.23
2022-07-28,kisumu,12.0,21.3,76,,0.23
2022-07-29,kisumu,14.4,20.8,81,,0.23
2022-07-30,kisumu,13.0,20.7,79,,0.25
2022-07-31,kisumu,7.8,20.0,83,,0.26
2022-08-01,kisumu,16.1,19.8,82,,0.36
2022-08-02,kisumu,10.9,18.3,91,,0.36
2022-08-03,kisumu,0.0,19.5,72,,0.41
2022-08-04,kisumu,0.0,21.3,67,,0.63
2022-08-05,kisumu,0.1,21.4,70,,0.72
2022-08-06,kisumu,0.1,21.8,71,,0.67
2022-08-07,kisumu,0.0,21.8,67,,0.58
2022-08-08,kisumu,0.0,22.3,64,,0.49
2022-08-09,kisumu,0.0,22.3,63,,0.44
2022-08-10,kisumu,0.0,23.0,62,,0.41
2022-08-11,kisumu,0.0,23.3,63,,0.37
2022-08-12,kisumu,0.9,22.3,69,,0.34
2022-08-13,kisumu,12.8,20.7,85,,0.33
2022-08-14,kisumu,3.5,21.5,78,,0.31
2022-08-15,kisumu,15.1,19.9,88,,0.33
2022-08-16,kisumu,3.1,20.3,83,,0.34
2022-08-17,kisumu,5.4,20.5,76,,0.37
2022-08-18,kisumu,9.7,20.5,79,,0.37
2022-08-19,kisumu,0.0,21.3,68,,0.39
2022-08-20,kisumu,3.6,20.5,77,,0.39
2022-08-21,kisumu,0.0,21.8,71,,0.37
2022-08-22,kisumu,0.0,23.0,63,,0.36
2022-08-23,kisumu,2.9,21.3,79,,0.34
2022-08-24,kisumu,0.0,21.4,66,,0.33
2022-08-25,kisumu,0.8,21.7,71,,0.33
2022-08-26,kisumu,3.0,20.9,74,,0.31
2022-08-27,kisumu,0.2,21.0,73,,0.31
2022-08-28,kisumu,2.2,20.6,77,,0.33
2022-08-29,kisumu,1.7,21.0,79,,0.33
2022-08-30,kisumu,3.6,20.6,78,,0.34
2022-08-31,kisumu,4.1,21.3,74,,0.34
2022-09-01,kisumu,0.5,21.1,77,,0.34
2022-09-02,kisumu,8.9,20.6,78,,0.34
2022-09-03,kisumu,2.7,20.1,81,,0.34
2022-09-04,kisumu,1.8,20.6,79,,0.34
2022-09-05,kisumu,5.4,20.4,82,,0.35
2022-09-06,kisumu,0.9,20.8,80,,0.37
2022-09-07,kisumu,13.0,20.8,78,,0.39
2022-09-08,kisumu,0.0,21.7,73,,0.37
2022-09-09,kisumu,4.8,21.4,73,,0.43
2022-09-10,kisumu,8.0,20.5,81,,0.48
2022-09-11,kisumu,0.0,21.5,74,,0.49
2022-09-12,kisumu,0.3,21.7,74,,0.47
2022-09-13,kisumu,8.8,20.6,82,,0.47
2022-09-14,kisumu,2.6,21.1,78,,0.45
2022-09-15,kisumu,1.2,21.2,73,,0.43
2022-09-16,kisumu,0.2,21.9,69,,0.41
2022-09-17,kisumu,0.0,21.6,71,,0.41
2022-09-18,kisumu,0.1,22.5,68,,0.41
2022-09-19,kisumu,0.0,22.3,71,,0.4
2022-09-20,kisumu,0.0,23.3,63,,0.38
2022-09-21,kisumu,0.0,22.7,60,,0.37
2022-09-22,kisumu,3.2,22.6,64,,0.35
2022-09-23,kisumu,3.6,21.6,73,,0.34
2022-09-24,kisumu,0.1,22.5,65,,0.34
2022-09-25,kisumu,1.8,21.6,72,,0.34
2022-09-26,kisumu,0.0,22.8,63,,0.35
2022-09-27,kisumu,0.0,23.3,54,,0.35
2022-09-28,kisumu,0.0,23.0,52,,0.35
2022-09-29,kisumu,0.2,22.2,66,,0.34
2022-09-30,kisumu,0.6,22.5,68,,0.34
2022-10-01,kisumu,4.9,22.4,70,,0.33
2022-10-02,kisumu,0.4,23.5,64,,0.32
2022-10-03,kisumu,0.0,22.8,66,,0.32
2022-10-04,kisumu,2.5,23.3,66,,0.32
2022-10-05,kisumu,0.1,21.9,71,,0.31
2022-10-06,kisumu,0.8,22.2,70,,0.31
2022-10-07,kisumu,0.5,22.9,63,,0.31
2022-10-08,kisumu,6.9,22.0,71,,0.31
2022-10-09,kisumu,0.2,21.8,78,,0.31
2022-10-10,kisumu,0.0,22.7,66,,0.31
2022-10-11,kisumu,0.2,22.6,69,,0.33
2022-10-12,kisumu,0.0,22.7,67,,0.33
2022-10-13,kisumu,0.0,23.7,60,,0.32
2022-10-14,kisumu,9.2,23.1,66,,0.32
2022-10-15,kisumu,4.6,22.6,68,,0.31
2022-10-16,kisumu,7.0,21.8,70,,0.31
2022-10-17,kisumu,12.1,21.7,78,,0.31
2022-10-18,kisumu,3.2,22.4,74,,0.31
2022-10-19,kisumu,1.5,22.5,72,,0.31
2022-10-20,kisumu,0.0,23.3,67,,0.31
2022-10-21,kisumu,0.3,23.7,65,,0.31
2022-10-22,kisumu,0.0,23.9,66,,0.31
2022-10-23,kisumu,0.0,23.9,60,,0.31
2022-10-24,kisumu,0.0,24.4,54,,0.31
2022-10-25,kisumu,0.0,24.9,60,,0.31
2022-10-26,kisumu,0.0,25.3,58,,0.3
2022-10-27,kisumu,0.0,24.6,63,,0.29
2022-10-28,kisumu,0.2,24.5,62,,0.28
2022-10-29,kisumu,0.3,24.5,60,,0.28
2022-10-30,kisumu,2.0,24.3,67,,0.27
2022-10-31,kisumu,0.7,24.0,65,,0.28
2022-11-01,kisumu,0.2,23.7,61,,0.29
2022-11-02,kisumu,2.7,23.1,70,,0.28
2022-11-03,kisumu,4.0,22.8,71,,0.28
2022-11-04,kisumu,2.1,21.4,79,,0.27
2022-11-05,kisumu,1.3,22.1,70,,0.28
2022-11-06,kisumu,0.9,22.7,68,,0.28
2022-11-07,kisumu,0.8,22.5,75,,0.29
2022-11-08,kisumu,0.6,22.3,76,,0.31
2022-11-09,kisumu,0.4,23.2,69,,0.31
2022-11-10,kisumu,26.6,21.3,79,,0.31
2022-11-11,kisumu,0.7,21.9,76,,0.31
2022-11-12,kisumu,2.3,22.0,77,,0.31
2022-11-13,kisumu,15.4,20.9,83,,0.31
2022-11-14,kisumu,3.2,21.2,82,,0.32
2022-11-15,kisumu,5.0,21.4,78,,0.34
2022-11-16,kisumu,10.9,20.6,87,,0.34
2022-11-17,kisumu,1.9,20.9,84,,0.37
2022-11-18,kisumu,4.1,21.1,82,,0.43
2022-11-19,kisumu,10.4,21.2,80,,0.51
2022-11-20,kisumu,11.0,21.1,81,,0.55
2022-11-21,kisumu,1.9,21.6,79,,0.52
2022-11-22,kisumu,13.0,21.2,83,,0.51
2022-11-23,kisumu,14.4,20.4,86,,0.52
2022-11-24,kisumu,1.3,21.4,81,,0.54
2022-11-25,kisumu,0.0,22.2,69,,0.6
2022-11-26,kisumu,0.0,22.0,70,,0.66
2022-11-27,kisumu,0.0,22.2,71,,0.66
2022-11-28,kisumu,0.0,22.0,75,,0.62
2022-11-29,kisumu,0.0,21.8,78,,0.57
2022-11-30,kisumu,0.2,22.4,73,,0.53
2022-12-01,kisumu,0.2,22.1,74,,0.53
2022-12-02,kisumu,1.1,21.8,74,,0.56
2022-12-03,kisumu,0.0,22.8,66,,0.58
2022-12-04,kisumu,7.2,22.0,74,,0.56
2022-12-05,kisumu,0.0,22.0,69,,0.54
2022-12-06,kisumu,3.3,22.1,74,,0.52
2022-12-07,kisumu,0.0,22.3,72,,0.52
2022-12-08,kisumu,3.0,22.5,74,,0.52
2022-12-09,kisumu,13.6,21.0,80,,0.51
2022-12-10,kisumu,2.4,21.0,80,,0.5
2022-12-11,kisumu,0.5,21.9,77,,0.52
2022-12-12,kisumu,0.0,22.2,71,,0.6
2022-12-13,kisumu,10.4,21.1,83,,0.68
2022-12-14,kisumu,0.3,21.1,80,,0.72
2022-12-15,kisumu,0.1,21.3,76,,0.75
2022-12-16,kisumu,0.6,21.2,76,,0.79
2022-12-17,kisumu,0.2,21.4,73,,0.77
2022-12-18,kisumu,0.1,22.0,69,,0.72
2022-12-19,kisumu,5.2,21.4,77,,0.67
2022-12-20,kisumu,3.4,22.0,73,,0.63
2022-12-21,kisumu,1.4,22.0,74,,0.59
2022-12-22,kisumu,0.0,21.6,72,,0.57
2022-12-23,kisumu,15.7,21.0,80,,0.56
2022-12-24,kisumu,10.7,20.0,84,,0.56
2022-12-25,kisumu,5.5,20.7,81,,0.56
2022-12-26,kisumu,2.8,21.0,82,,0.58
2022-12-27,kisumu,23.1,19.9,87,,0.59
2022-12-28,kisumu,0.2,21.4,80,,0.6
2022-12-29,kisumu,0.0,22.3,70,,0.6
2022-12-30,kisumu,0.0,22.4,69,,0.61
2022-12-31,kisumu,0.0,22.3,62,,0.6
2023-01-01,kisumu,0.0,22.9,61,,0.55
2023-01-02,kisumu,0.0,22.7,51,,0.52
2023-01-03,kisumu,1.8,21.8,62,,0.5
2023-01-04,kisumu,0.0,23.2,53,,0.49
2023-01-05,kisumu,0.0,22.8,53,,0.47
2023-01-06,kisumu,0.0,22.8,51,,0.47
2023-01-07,kisumu,0.0,23.5,48,,0.45
2023-01-08,kisumu,0.1,22.6,61,,0.45
2023-01-09,kisumu,0.0,22.3,70,,0.44
2023-01-10,kisumu,0.1,22.5,69,,0.44
2023-01-11,kisumu,0.0,22.3,69,,0.42
2023-01-12,kisumu,0.0,22.1,69,,0.42
2023-01-13,kisumu,0.0,22.1,67,,0.42
2023-01-14,kisumu,0.0,22.6,63,,0.41
2023-01-15,kisumu,0.0,22.9,60,,0.41
2023-01-16,kisumu,0.0,22.4,63,,0.41
2023-01-17,kisumu,0.0,23.7,55,,0.39
2023-01-18,kisumu,0.0,23.8,52,,0.39
2023-01-19,kisumu,0.0,23.0,59,,0.39
2023-01-20,kisumu,0.0,23.8,53,,0.37
2023-01-21,kisumu,0.0,24.7,48,,0.37
2023-01-22,kisumu,0.0,23.4,59,,0.36
2023-01-23,kisumu,0.0,22.9,61,,0.36
2023-01-24,kisumu,0.0,23.1,60,,0.36
2023-01-25,kisumu,0.0,23.3,56,,0.34
2023-01-26,kisumu,0.0,23.9,53,,0.34
2023-01-27,kisumu,0.0,24.7,52,,0.34
2023-01-28,kisumu,0.0,23.8,42,,0.34
2023-01-29,kisumu,0.0,24.2,43,,0.33
2023-01-30,kisumu,0.0,24.4,44,,0.33
2023-01-31,kisumu,0.0,24.2,53,,0.33
2023-02-01,kisumu,0.1,23.8,53,,0.33
2023-02-02,kisumu,0.0,23.5,58,,0.3
2023-02-03,kisumu,0.0,23.5,60,,0.26
2023-02-04,kisumu,0.0,23.9,56,,0.26
2023-02-05,kisumu,0.2,24.0,56,,0.26
2023-02-06,kisumu,2.6,23.7,61,,0.25
2023-02-07,kisumu,0.0,23.7,62,,0.25
2023-02-08,kisumu,0.2,23.7,61,,0.25
2023-02-09,kisumu,0.0,23.3,59,,0.25
2023-02-10,kisumu,0.0,23.5,60,,0.25
2023-02-11,kisumu,0.0,24.2,58,,0.25
2023-02-12,kisumu,0.0,24.7,49,,0.23
2023-02-13,kisumu,0.0,25.0,38,,0.23
2023-02-14,kisumu,0.0,25.1,44,,0.23
2023-02-15,kisumu,0.0,25.5,44,,0.23
2023-02-16,kisumu,0.0,24.9,53,,0.23
2023-02-17,kisumu,0.0,24.6,55,,0.22
2023-02-18,kisumu,0.0,24.8,57,,0.22
2023-02-19,kisumu,0.0,25.6,52,,0.22
2023-02-20,kisumu,0.0,26.2,42,,0.22
2023-02-21,kisumu,0.0,26.7,42,,0.22
